FECHA,MES,DESCRIPCIÓN,MONTO,CATEGORIA,M. DE PAGO,,,INGRESOS HANDBALL 2024,,,,,,,,,,,,
15/4/2024,abril,Cuota,"$6,133.33 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/4/2024,abril,Cuota,"$6,133.33 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/4/2024,abril,Cuota,"$7,200.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/4/2024,abril,Cuota,"$7,200.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/4/2024,abril,Cuota,"$7,200.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/4/2024,abril,Cuota,"$3,600.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/4/2024,abril,Cuota,"$3,600.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/4/2024,abril,Cuota,"$6,120.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
16/4/2024,abril,Cuota,"$6,120.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
16/4/2024,abril,Cuota,"$6,120.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
16/4/2024,abril,Cuota,"$7,200.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
16/4/2024,abril,Cuota,"$7,200.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
22/4/2024,abril,Cuota,"$9,000.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
22/4/2024,abril,Cuota,"$9,000.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
22/4/2024,abril,Cuota,"$7,333.33 ",Mini,Transferencia,,,,,,,,,,,,,,,
22/4/2024,abril,Cuota,"$7,333.33 ",Infantil,Transferencia,,,,,,,,,,,,,,,
22/4/2024,abril,Cuota,"$7,333.33 ",Menores,Transferencia,,,,,,,,,,,,,,,
23/4/2024,abril,Cuota,"$9,000.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
23/4/2024,abril,Cuota,"$8,000.00 ",Mini,Efectivo,,,,,,,,,,,,,,,
23/4/2024,abril,Cuota,"$7,200.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
23/4/2024,abril,Cuota,"$9,000.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
26/4/2024,abril,SPONSOR CASINO VIRTUAL,"$30,000.00 ",Sponsor,Transferencia,,,,,,,,,,,,,,,
30/4/2024,abril,Cuota medio mes,"$4,000.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
30/4/2024,abril,Cuota,"$8,000.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
30/4/2024,abril,Cuota,"$8,200.00 ",Mayores,Transferencia,"$824,019.99 ",,,,,,,,,,,,,,
2/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
2/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
2/5/2024,mayo,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
3/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
3/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
3/5/2024,mayo,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
3/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
4/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
4/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
5/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
5/5/2024,mayo,Cuota,"$8,600.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
5/5/2024,mayo,Cuota,"$8,600.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
5/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
6/5/2024,mayo,Cuota,"$7,834.50 ",Menores,Transferencia,,,,,,,,,,,,,,,
6/5/2024,mayo,Cuota,"$7,834.50 ",Mini,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,400.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,400.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,400.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,400.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,400.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,400.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,395.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,395.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
7/5/2024,mayo,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$4,350.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,400.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,400.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,400.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota adeudada,"$10,500.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,400.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,400.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,400.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,830.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,830.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,830.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$4,350.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,395.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,395.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,395.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$4,350.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$4,350.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,400.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$6,900.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$2,500.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,395.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
15/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$7,830.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$7,830.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$7,395.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$10,500.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota medio mes,"$5,250.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
16/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/5/2024,mayo,Cuota,"$9,500.00 ",Infantil,Efectivo,,,,,,,,,,,,,,,
18/5/2024,mayo,Cuota,"$9,500.00 ",Infantil,Efectivo,,,,,,,,,,,,,,,
18/5/2024,mayo,Cuota,"$20,000.00 ",Menores,Efectivo,,,,,,,,,,,,,,,
18/5/2024,mayo,Cuota,"$10,500.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
18/5/2024,mayo,Cuota adeudada,"$2,800.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
20/5/2024,mayo,Cuota,"$10,500.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
21/5/2024,mayo,Cuota,"$10,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
21/5/2024,mayo,Cuota,"$4,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
27/5/2024,mayo,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
27/5/2024,mayo,Cuota,"$10,500.00 ",Mayores,Transferencia,"$970,029.00 ",,,,,,,,,,,,,,
1/6/2024,junio,Cuota adeudada,"$28,500.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
1/6/2024,junio,Cuota adeudada,"$6,300.00 ",Mayores,Efectivo,,,,,,,,,,,,,,,
1/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
3/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
3/6/2024,junio,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
3/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
3/6/2024,junio,Cuota adeudada,"$10,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
4/6/2024,junio,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
4/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
4/6/2024,junio,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$7,395.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$7,395.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,500.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,500.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$7,830.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$7,830.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$7,139.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
6/6/2024,junio,Cuota,"$7,139.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota adeudada,"$10,500.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,400.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,400.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,400.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,400.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,400.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,400.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,395.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,395.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$7,395.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$10,500.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
7/6/2024,junio,Ingreso erroneo,"$8,000.00 ",Ajuste,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$7,395.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$7,830.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
10/6/2024,junio,Cuota,"$7,830.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$7,400.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$7,400.00 ",Mini,Transferencia,,,,,,,,,,,,,,,/
12/6/2024,junio,Cuota,"$7,400.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota adeudada,"$10,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota adeudada,"$5,000.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$4,600.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$7,395.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$7,395.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$4,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$4,350.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
12/6/2024,junio,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$10,500.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$7,830.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$7,830.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mini,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
18/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
19/6/2024,junio,Cuota,"$8,700.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
19/6/2024,junio,Cuota,"$28,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
19/6/2024,junio,Cuota,"$19,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
19/6/2024,junio,Cuota,"$21,000.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
19/6/2024,junio,Cuota,"$21,000.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
19/6/2024,junio,Cuota,"$10,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
19/6/2024,junio,Cuota,"$21,000.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
26/6/2024,junio,Cuota,"$10,500.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
26/6/2024,junio,Ingreso erroneo,"$2,000.00 ",Ajuste,Transferencia,,,,,,,,,,,,,,,
26/6/2024,junio,Cuota,"$10,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
27/6/2024,junio,Cuota adeudada,"$10,500.00 ",Cadetes,Transferencia,"$1,042,498.00 ",,,,,,,,,,,,,,
27/6/2024,junio,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
27/6/2024,junio,Cuota adeudada,"$10,500.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
27/6/2024,junio,Cuota,"$10,500.00 ",Infantil,Transferencia,,,,,,,,,,,,,,,
28/6/2024,junio,Cuota adeudada,"$21,000.00 ",Juvenil,Transferencia,,,,,,,,,,,,,,,
30/6/2024,junio,Cuota,"$8,700.00 ",Cadetes,Transferencia,,,,,,,,,,,,,,,
30/6/2024,junio,Cuota,"$1,000.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
1/7/2024,julio,Cuota,"$8,700.00 ",Menores,Transferencia,,,,,,,,,,,,,,,
1/7/2024,julio,Cuota adeudada,"$10,500.00 ",Mayores,Transferencia,,,,,,,,,,,,,,,
